Country_Code;Name;Year_Week;Weekly_Tests;Weekly_Cases;Weekly_Deaths;Weekly_Hospitalizations;Weekly_ICUs;New_Hospitalizations_per_100k;New_ICUs_per_100k;Testing_Rate;Positivity_Rate;Deaths_Per_Million
DNK;Δανία;2020-51;861424;15370;94;821,0;;14,0998354217749;;0;0;16,0
DNK;Δανία;2020-52;646286;17038;139;947,0;;16,2637565705491;;0;0;24,0
DNK;Δανία;2020-53;538632;9673;200;999,0;;17,1568033938527;;0;0;34,0
DNK;Δανία;2021-01;580431;11367;196;885,0;;15,1989699735332;;0;0;34,0
DNK;Δανία;2021-02;611701;7169;205;710,0;;12,193523933569;;0;0;35,0
DNK;Δανία;2021-03;793313;5408;208;609,0;;10,4589522190754;;0;0;36,0
DNK;Δανία;2021-04;814057;3255;142;381,0;;6,54328537843632;;0;0;24,0
DNK;Δανία;2021-05;860434;3129;91;251,0;;4,31066832017721;;0;0;16,0
DNK;Δανία;2021-06;896229;2776;76;209,0;;3,5893612705858;;0;0;13,0
DNK;Δανία;2021-07;1053344;3602;46;161,0;;2,76501035676705;;0;0;8,0
DNK;Δανία;2021-08;1224225;3955;23;190,0;;3,26305570053255;;0;0;4,0
DNK;Δανία;2021-09;1438733;4238;18;199,0;;3,41762149687356;;0;0;3,0
DNK;Δανία;2021-10;1596287;4674;12;179,0;;3,07414194944908;;0;0;2,0
DNK;Δανία;2021-11;1951344;5181;9;166,0;;2,85088024362317;;0;0;2,0
DNK;Δανία;2021-12;2056438;5131;14;211,0;;3,62370922532825;;0;0;2,0
DNK;Δανία;2021-13;1908226;4412;15;223,0;;3,82979695378294;;0;0;3,0
DNK;Δανία;2021-14;2680953;2575;12;206,0;;3,53783933847213;;0;0;2,0
DNK;Δανία;2021-15;2795519;5059;14;189,0;;3,24588172316132;;0;0;2,0
DNK;Δανία;2021-16;3290932;4857;20;190,0;;3,26305570053255;;0;0;3,0
DNK;Δανία;2021-17;3440166;3250;15;175,0;;3,00544603996419;;0;0;3,0
DNK;Δανία;2021-18;3930031;6500;7;146,0;;2,50740069619869;;0;0;1,0
DNK;Δανία;2021-19;4068923;7239;5;229,0;;3,93284081801028;;0;0;1,0
DNK;Δανία;2021-20;4258419;6886;6;162,0;;2,78218433413828;;0;0;1,0
DNK;Δανία;2021-21;3947190;6714;8;168,0;;2,88522819836562;;0;0;1,0
DNK;Δανία;2021-22;3732910;5666;2;148,0;;2,54174865094114;;0;0;0,0
DNK;Δανία;2021-23;3288318;2823;7;106,0;;1,82044160134974;;0;0;1,0
DNK;Δανία;2021-24;2837931;1659;5;70,0;;1,20217841598568;;0;0;1,0
DNK;Δανία;2021-25;2192429;1324;2;54,0;;0,927394778046093;;0;0;0,0
DNK;Δανία;2021-26;2099225;2681;5;36,0;;0,618263185364062;;0;0;1,0
DNK;Δανία;2021-27;1893494;4621;2;38,0;;0,65261114010651;;0;0;0,0
DNK;Δανία;2021-28;1627557;6823;3;74,0;;1,27087432547057;;0;0;1,0
DNK;Δανία;2021-29;1417520;5299;0;76,0;;1,30522228021302;;0;0;0,0
DNK;Δανία;2021-30;1191802;6256;7;88,0;;1,51131000866771;;0;0;1,0
DNK;Δανία;2021-31;1039719;6360;3;93,0;;1,59717989552383;;0;0;1,0
DNK;Δανία;2021-32;973026;6869;8;138,0;;2,3700088772289;;0;0;1,0
DNK;Δανία;2021-33;1045483;5675;6;189,0;;3,24588172316132;;0;0;1,0
DNK;Δανία;2021-34;1065731;5292;14;178,0;;3,05696797207786;;0;0;2,0
DNK;Δανία;2021-35;802962;2937;10;182,0;;3,12566388156276;;0;0;2,0
DNK;Δανία;2021-36;630594;3219;21;148,0;;2,54174865094114;;0;0;4,0
DNK;Δανία;2021-37;485547;2192;17;89,0;;1,52848398603893;;0;0;3,0
DNK;Δανία;2021-38;440826;2536;14;81,0;;1,39109216706914;;0;0;2,0
DNK;Δανία;2021-39;427517;3038;21;92,0;;1,5800059181526;;0;0;4,0
DNK;Δανία;2021-40;432580;4083;6;90,0;;1,54565796341015;;0;0;1,0
DNK;Δανία;2021-41;465727;5035;16;124,0;;2,12957319403177;;0;0;3,0
DNK;Δανία;2021-42;499954;8671;14;188,0;;3,2287077457901;;0;0;2,0
DNK;Δανία;2021-43;784561;11889;15;266,0;;4,56827798074557;;0;0;3,0
DNK;Δανία;2021-44;1189762;15997;24;314,0;;5,39262889456432;;0;0;4,0
DNK;Δανία;2021-45;1769191;22712;29;389,0;;6,68067719740611;;0;0;5,0
DNK;Δανία;2021-46;2083319;28111;43;437,0;;7,50502811122486;;0;0;7,0
DNK;Δανία;2021-47;2323833;24896;62;488,0;;8,38090095715728;;0;0;11,0
DNK;Δανία;2021-48;2594025;34085;74;520,0;;8,93046823303645;;0;0;13,0
DNK;Δανία;2021-49;3005876;41455;68;519,0;;8,91329425566522;;0;0;12,0
DNK;Δανία;2021-50;3240814;74581;62;;;;;0;0;11,0
DNK;Δανία;2021-51;2775979;76319;68;;;;;0;0;12,0
DNK;Δανία;2021-52;2551275;120806;57;;;;;0;0;10,0
DNK;Δανία;2022-01;2857019;128246;84;;;;;0;0;14,0
DNK;Δανία;2022-02;2980503;172930;109;;;;;0;0;19,0
DNK;Δανία;2022-03;3270287;268382;114;1626,0;;27,9248872056101;;0;0;20,0
DNK;Δανία;2022-04;2593156;281584;130;1983,0;;34,0559971271371;;0;0;22,0
DNK;Δανία;2022-05;1939707;175873;143;2352,0;;40,3931947771187;;0;0;25,0
DNK;Δανία;2022-06;1694692;297532;187;2761,0;;47,4173515219493;;0;0;32,0
DNK;Δανία;2022-07;1133571;225754;244;2825,0;;48,5164860737076;;0;0;42,0
DNK;Δανία;2022-08;787934;143376;272;2762,0;;47,4345254993205;;0;0;47,0
DNK;Δανία;2022-09;572421;104492;240;;;;;0;0;41,0
DNK;Δανία;2022-10;353412;75864;307;1833,0;;31,4799005214535;;0;0;53,0
DNK;Δανία;2022-11;242278;47972;227;1567,0;;26,9116225407079;;0;0;39,0
DNK;Δανία;2022-12;185694;33211;183;1221,0;;20,9694263702644;;0;0;31,0
DNK;Δανία;2022-13;141858;21392;177;1016,0;;17,4487610091635;;0;0;30,0
ESP;Ισπανία;2020-01;;0;0;;;;;;;0,0
ESP;Ισπανία;2020-02;;0;0;;;;;;;0,0
ESP;Ισπανία;2020-03;;1;0;1,0;;0,00211270816355082;;;;0,0
ESP;Ισπανία;2020-04;;1;0;;;;;;;0,0
ESP;Ισπανία;2020-05;;1;0;1,0;;0,00211270816355082;;;;0,0
ESP;Ισπανία;2020-06;;1;0;1,0;;0,00211270816355082;;;;0,0
ESP;Ισπανία;2020-07;;3;1;;;;;;;0,0
ESP;Ισπανία;2020-08;;4;0;;;;;;;0,0
ESP;Ισπανία;2020-09;;107;0;111,0;38,0;0,234510606154141;0,0802829102149313;;;0,0
ESP;Ισπανία;2020-10;;1342;24;1595,0;151,0;3,36976952086356;0,319018932696174;;;1,0
ESP;Ισπανία;2020-11;;11281;457;7004,0;743,0;14,79740797751;1,56974216551826;;;10,0
ESP;Ισπανία;2020-12;;35918;2432;21903,0;2171,0;46,2746469062537;4,58668942306884;;;51,0
ESP;Ισπανία;2020-13;;59026;5663;31382,0;2844,0;66,3010075885519;6,00854201713854;;;120,0
ESP;Ισπανία;2020-14;;44212;5841;19535,0;1628,0;41,2717539749653;3,43948889026074;;;123,0
ESP;Ισπανία;2020-15;;30378;4766;11569,0;734,0;24,4419207441195;1,5507277920463;;;101,0
ESP;Ισπανία;2020-16;;21117;3576;6632,0;416,0;14,0114805406691;0,878886596037143;;;76,0
ESP;Ισπανία;2020-17;;14502;2386;3649,0;247,0;7,70927208879696;0,521838916397053;;;50,0
ESP;Ισπανία;2020-18;315608;8118;1551;2194,0;155,0;4,63528171083051;0,327469765350378;0;0;33,0
ESP;Ισπανία;2020-19;274081;5557;1069;1560,0;109,0;3,29582473513928;0,23028518982704;0;0;23,0
ESP;Ισπανία;2020-20;294200;5590;610;968,0;56,0;2,0451015023172;0,118311657158846;0;0;13,0
ESP;Ισπανία;2020-21;302086;4892;454;553,0;49,0;1,16832761444361;0,10352270001399;0;0;10,0
ESP;Ισπανία;2020-22;314737;3823;338;491,0;40,0;1,03733970830345;0,0845083265420329;0;0;7,0
ESP;Ισπανία;2020-23;286646;3429;242;415,0;32,0;0,876773887873592;0,0676066612336264;0;0;5,0
ESP;Ισπανία;2020-24;238858;2352;164;311,0;25,0;0,657052238864306;0,0528177040887706;0;0;3,0
ESP;Ισπανία;2020-25;228650;2211;115;250,0;23,0;0,528177040887706;0,0485922877616689;0;0;2,0
ESP;Ισπανία;2020-26;179742;2362;62;247,0;30,0;0,521838916397053;0,0633812449065247;0;0;1,0
ESP;Ισπανία;2020-27;174328;2817;47;244,0;21,0;0,515500791906401;0,0443668714345673;0;0;1,0
ESP;Ισπανία;2020-28;205243;4871;28;303,0;26,0;0,6401505735559;0,0549304122523214;0;0;1,0
ESP;Ισπανία;2020-29;223963;10306;26;500,0;29,0;1,05635408177541;0,0612685367429739;0;0;1,0
ESP;Ισπανία;2020-30;273358;14667;50;679,0;45,0;1,43452884305101;0,0950718673597871;0;0;1,0
ESP;Ισπανία;2020-31;305471;20473;87;1202,0;93,0;2,53947521258809;0,196481859210227;0;0;2,0
ESP;Ισπανία;2020-32;331442;28337;150;1652,0;139,0;3,49019388618596;0,293666434733564;0;0;3,0
ESP;Ισπανία;2020-33;383376;40208;207;2434,0;205,0;5,1423316700827;0,433105173527919;0;0;4,0
ESP;Ισπανία;2020-34;482628;52175;305;3300,0;301,0;6,97193693971772;0,635925157228798;0;0;6,0
ESP;Ισπανία;2020-35;566594;61167;382;4201,0;405,0;8,87548699507701;0,855646806238084;0;0;8,0
ESP;Ισπανία;2020-36;626262;65506;499;4674,0;465,0;9,87479795643655;0,982409296051133;0;0;11,0
ESP;Ισπανία;2020-37;856605;74088;661;5364,0;464,0;11,3325665892866;0,980296587887582;0;0;14,0
ESP;Ισπανία;2020-38;683322;80914;820;5719,0;557,0;12,0825779873472;1,17677844709781;0;0;17,0
ESP;Ισπανία;2020-39;756205;72606;863;5592,0;512,0;11,8142640505762;1,08170657973802;0;0;18,0
ESP;Ισπανία;2020-40;782325;65179;913;5254,0;490,0;11,100168691296;1,0352270001399;0;0;19,0
ESP;Ισπανία;2020-41;796417;77818;928;5582,0;487,0;11,7931369689407;1,02888887564925;0;0;20,0
ESP;Ισπανία;2020-42;829266;91249;1001;6550,0;617,0;13,8382384712579;1,30354093691086;0;0;21,0
ESP;Ισπανία;2020-43;1073926;135535;1359;8559,0;742,0;18,0826691718315;1,56762945735471;0;0;29,0
ESP;Ισπανία;2020-44;1220897;145250;1764;9817,0;913,0;20,7404560415784;1,9289025533219;0;0;37,0
ESP;Ισπανία;2020-45;1147694;133375;2276;9952,0;976,0;21,0256716436578;2,0620031676256;0;0;48,0
ESP;Ισπανία;2020-46;1132881;112148;2338;9304,0;965,0;19,6566367536769;2,03876337782654;0;0;49,0
ESP;Ισπανία;2020-47;990637;81296;2174;7424,0;720,0;15,6847454062013;1,52114987775659;0;0;46,0
ESP;Ισπανία;2020-48;908166;58668;1843;5690,0;637,0;12,0213094506042;1,34579510018187;0;0;39,0
ESP;Ισπανία;2020-49;875084;50719;1517;4517,0;437,0;9,54310277475907;0,92325346747171;0;0;32,0
ESP;Ισπανία;2020-50;785052;50696;1344;4240,0;445,0;8,95788261345549;0,940155132780116;0;0;28,0
ESP;Ισπανία;2020-51;976158;68435;1148;4615,0;432,0;9,75014817478705;0,912689926653956;0;0;24,0
ESP;Ισπανία;2020-52;855268;66225;1170;4921,0;520,0;10,3966368728336;1,09860824504643;0;0;25,0
ESP;Ισπανία;2020-53;808976;99003;1294;5973,0;588,0;12,6192058608891;1,24227240016788;0;0;27,0
ESP;Ισπανία;2021-01;1037869;160564;1580;8589,0;870,0;18,146050416738;1,83805610228922;0;0;33,0
ESP;Ισπανία;2021-02;1430103;234120;2318;13546,0;1332,0;28,6187447834595;2,8141272738497;0;0;49,0
ESP;Ισπανία;2021-03;1723592;244718;3385;17082,0;1702,0;36,0892808497752;3,5958292943635;0;0;72,0
ESP;Ισπανία;2021-04;1793458;202245;3786;15635,0;1578,0;33,0321921371171;3,3338534820832;0;0;80,0
ESP;Ισπανία;2021-05;1588784;130438;3250;11398,0;1242,0;24,0806476481523;2,62398353913012;0;0;69,0
ESP;Ισπανία;2021-06;1246772;75657;2467;7403,0;808,0;15,6403785347667;1,70706819614907;0;0;52,0
ESP;Ισπανία;2021-07;933515;50389;1696;4873,0;583,0;10,2952268809832;1,23170885935013;0;0;36,0
ESP;Ισπανία;2021-08;810053;38964;1319;3834,0;466,0;8,10012309905386;0,984522004214684;0;0;28,0
ESP;Ισπανία;2021-09;792983;33652;938;3308,0;434,0;6,98883860502612;0,916915342981057;0;0;20,0
ESP;Ισπανία;2021-10;744228;32483;729;3145,0;348,0;6,64446717436734;0,735222440915687;0;0;15,0
ESP;Ισπανία;2021-11;716885;34061;599;2982,0;385,0;6,30009574370856;0,813392642967067;0;0;13,0
ESP;Ισπανία;2021-12;800911;42844;536;3383,0;458,0;7,14729171729244;0,967620338906277;0;0;11,0
ESP;Ισπανία;2021-13;638496;43330;547;3888,0;529,0;8,2142093398856;1,11762261851839;0;0;12,0
ESP;Ισπανία;2021-14;830074;60087;570;4589,0;607,0;9,69521776253473;1,28241385527535;0;0;12,0
ESP;Ισπανία;2021-15;870022;58972;578;5022,0;692,0;10,6100203973522;1,46199404917717;0;0;12,0
ESP;Ισπανία;2021-16;878963;58044;529;4873,0;698,0;10,2952268809832;1,47467029815847;0;0;11,0
ESP;Ισπανία;2021-17;876350;53021;461;4389,0;584,0;9,27267612982456;1,23382156751368;0;0;10,0
ESP;Ισπανία;2021-18;818879;41934;457;3487,0;509,0;7,36701336630172;1,07536845524737;0;0;10,0
ESP;Ισπανία;2021-19;775189;34722;367;2757,0;339,0;5,82473640690962;0,716208067443729;0;0;8,0
ESP;Ισπανία;2021-20;731225;32386;265;2173,0;317,0;4,59091483939594;0,669728487845611;0;0;6,0
ESP;Ισπανία;2021-21;703954;30853;186;1999,0;245,0;4,2233036189381;0,517613500069952;0;0;4,0
ESP;Ισπανία;2021-22;689689;28326;210;1728,0;218,0;3,65075970661582;0,46057037965408;0;0;4,0
ESP;Ισπανία;2021-23;646554;24341;145;1510,0;147,0;3,19018932696174;0,310568100041971;0;0;3,0
ESP;Ισπανία;2021-24;624145;23633;128;1171,0;120,0;2,47398125951801;0,253524979626099;0;0;3,0
ESP;Ισπανία;2021-25;619139;29793;115;1099,0;108,0;2,32186627174236;0,228172481663489;0;0;2,0
ESP;Ισπανία;2021-26;841832;78937;89;1366,0;129,0;2,88595935141042;0,272539353098056;0;0;2,0
ESP;Ισπανία;2021-27;1054031;135278;88;2271,0;208,0;4,79796023942392;0,439443298018571;0;0;2,0
ESP;Ισπανία;2021-28;1221871;176624;169;3950,0;370,0;8,34519724602575;0,781702020513805;0;0;4,0
ESP;Ισπανία;2021-29;1272013;185866;379;5898,0;577,0;12,4607527486228;1,21903261036883;0;0;8,0
ESP;Ισπανία;2021-30;1209766;157775;557;5990,0;647,0;12,6551218996694;1,36692218181738;0;0;12,0
ESP;Ισπανία;2021-31;1031884;119242;692;5420,0;617,0;11,4508782464455;1,30354093691086;0;0;15,0
ESP;Ισπανία;2021-32;892572;90729;797;4668,0;508,0;9,86212170745524;1,07325574708382;0;0;17,0
ESP;Ισπανία;2021-33;778209;68528;711;3704,0;430,0;7,82547103779225;0,908464510326854;0;0;15,0
ESP;Ισπανία;2021-34;727896;51910;634;3063,0;374,0;6,47122510495617;0,790152853168008;0;0;13,0
ESP;Ισπανία;2021-35;690396;34235;539;2298,0;273,0;4,85500335983979;0,576769328649375;0;0;11,0
ESP;Ισπανία;2021-36;618712;23208;419;1649,0;194,0;3,48385576169531;0,40986538372886;0;0;9,0
ESP;Ισπανία;2021-37;630032;17878;352;1199,0;147,0;2,53313708809744;0,310568100041971;0;0;7,0
ESP;Ισπανία;2021-38;640658;14478;235;899,0;100,0;1,89932463903219;0,211270816355082;0;0;5,0
ESP;Ισπανία;2021-39;661066;12157;178;723,0;72,0;1,52748800224725;0,152114987775659;0;0;4,0
ESP;Ισπανία;2021-40;570444;10369;143;661,0;64,0;1,39650009610709;0,135213322467253;0;0;3,0
ESP;Ισπανία;2021-41;534966;10633;122;784,0;104,0;1,65636320022385;0,219721649009286;0;0;3,0
ESP;Ισπανία;2021-42;570964;12407;117;800,0;105,0;1,69016653084066;0,221834357172836;0;0;2,0
ESP;Ισπανία;2021-43;560700;13431;98;859,0;104,0;1,81481631249016;0,219721649009286;0;0;2,0
ESP;Ισπανία;2021-44;535101;16050;97;979,0;96,0;2,06834129211626;0,202819983700879;0;0;2,0
ESP;Ισπανία;2021-45;640956;25444;157;1254,0;144,0;2,64933603709273;0,304229975551319;0;0;3,0
ESP;Ισπανία;2021-46;755614;40655;149;1636,0;171,0;3,45639055556915;0,361273095967191;0;0;3,0
ESP;Ισπανία;2021-47;890328;59153;182;2087,0;250,0;4,40922193733057;0,528177040887706;0;0;4,0
ESP;Ισπανία;2021-48;1097895;89550;274;2466,0;316,0;5,20993833131633;0,66761577968206;0;0;6,0
ESP;Ισπανία;2021-49;1030473;115207;331;3021,0;364,0;6,38249136208704;0,7690257715325;0;0;7,0
ESP;Ισπανία;2021-50;1589200;228769;469;3802,0;483,0;8,03251643782023;1,02043804299505;0;0;10,0
ESP;Ισπανία;2021-51;;488989;551;5106,0;515,0;10,7874878830905;1,08804470422867;;;12,0
ESP;Ισπανία;2021-52;2524807;788268;687;7597,0;617,0;16,0502439184956;1,30354093691086;0;0;15,0
ESP;Ισπανία;2022-01;2233974;885090;896;9609,0;678,0;20,3010127435599;1,43241613488746;0;0;19,0
ESP;Ισπανία;2022-02;2455893;950035;1249;10538,0;674,0;22,2637186274986;1,42396530223326;0;0;26,0
ESP;Ισπανία;2022-03;2231534;842915;1459;10108,0;612,0;21,3552541171717;1,2929773960931;0;0;31,0
ESP;Ισπανία;2022-04;1791657;623685;1627;8493,0;516,0;17,9432304330371;1,09015741239222;0;0;34,0
ESP;Ισπανία;2022-05;1328590;381700;1590;6650,0;394,0;14,049509287613;0,832407016439024;0;0;34,0
ESP;Ισπανία;2022-06;998828;242717;1321;4763,0;268,0;10,0628289829926;0,566205787831621;0;0;28,0
ESP;Ισπανία;2022-07;819457;157141;879;3571,0;185,0;7,54448085203999;0,390851010256902;0;0;19,0
ESP;Ισπανία;2022-08;712043;116858;610;2489,0;137,0;5,258530619078;0,289441018406463;0;0;13,0
ESP;Ισπανία;2022-09;673298;109754;501;2181,0;105,0;4,60781650470435;0,221834357172836;0;0;11,0
ESP;Ισπανία;2022-10;674313;108529;410;2093,0;124,0;4,42189818631187;0,261975812280302;0;0;9,0
ESP;Ισπανία;2022-11;665105;114741;288;2191,0;91,0;4,62894358633985;0,192256442883125;0;0;6,0
ESP;Ισπανία;2022-12;637437;116662;158;2017,0;98,0;4,26133236588201;0,207045400027981;0;0;3,0
ESP;Ισπανία;2022-13;422738;40544;9;1057,0;41,0;2,23313252887322;0,0866210347055838;0;0;0,0
EST;Εσθονία;2020-01;;0;0;;;;;;;0,0
EST;Εσθονία;2020-02;;0;0;;;;;;;0,0
EST;Εσθονία;2020-03;;0;0;;;;;;;0,0
EST;Εσθονία;2020-04;;0;0;;;;;;;0,0
EST;Εσθονία;2020-05;;0;0;;;;;;;0,0
EST;Εσθονία;2020-06;2;0;0;;;;;0;0;0,0
EST;Εσθονία;2020-07;1;0;0;;;;;0;0;0,0
EST;Εσθονία;2020-08;1;0;0;;;;;0;0;0,0
EST;Εσθονία;2020-09;58;1;0;;;;;0;0;0,0
EST;Εσθονία;2020-10;243;9;0;;;;;0;0;0,0
EST;Εσθονία;2020-11;1212;210;0;7,0;;0,526721325291051;;0;0;0,0
EST;Εσθονία;2020-12;2673;165;0;41,0;;3,0850820481333;;0;0;0,0
EST;Εσθονία;2020-13;7402;5570;73;79,0;52,0;5,94442638542758;3,91278698787638;0;0;55,0
EST;Εσθονία;2020-14;11170;404;16;92,0;;6,92262313239667;;0;0;12,0
EST;Εσθονία;2020-15;9647;223;9;66,0;;4,96622963845848;;0;0;7,0
EST;Εσθονία;2020-16;10200;199;0;37,0;;2,78409843368127;;0;0;0,0
EST;Εσθονία;2020-17;7500;109;9;24,0;8,0;1,80590168671218;0,601967228904059;0;0;7,0
EST;Εσθονία;2020-18;7393;56;4;22,0;8,0;1,65540987948616;0,601967228904059;0;0;3,0
EST;Εσθονία;2020-19;8210;38;4;7,0;5,0;0,526721325291051;0,376229518065037;0;0;3,0
EST;Εσθονία;2020-20;6252;43;2;16,0;5,0;1,20393445780812;0,376229518065037;0;0;2,0
EST;Εσθονία;2020-21;6426;39;1;17,0;1,0;1,27918036142112;0,0752459036130073;0;0;1,0
EST;Εσθονία;2020-22;7575;46;3;7,0;1,0;0,526721325291051;0,0752459036130073;0;0;2,0
EST;Εσθονία;2020-23;6477;71;1;6,0;;0,451475421678044;;0;0;1,0
EST;Εσθονία;2020-24;6028;35;1;8,0;;0,601967228904059;;0;0;1,0
EST;Εσθονία;2020-25;7977;8;0;4,0;;0,300983614452029;;0;0;0,0
EST;Εσθονία;2020-26;2808;6;0;2,0;1,0;0,150491807226015;0,0752459036130073;0;0;0,0
EST;Εσθονία;2020-27;3373;6;0;1,0;1,0;0,0752459036130073;0,0752459036130073;0;0;0,0
EST;Εσθονία;2020-28;2798;21;0;2,0;2,0;0,150491807226015;0,150491807226015;0;0;0,0
EST;Εσθονία;2020-29;2376;4;0;;1,0;;0,0752459036130073;0;0;0,0
EST;Εσθονία;2020-30;2517;11;0;;;;;0;0;0,0
EST;Εσθονία;2020-31;3356;45;0;6,0;;0,451475421678044;;0;0;0,0
EST;Εσθονία;2020-32;6412;74;0;3,0;1,0;0,225737710839022;0,0752459036130073;0;0;0,0
EST;Εσθονία;2020-33;8148;35;0;2,0;;0,150491807226015;;0;0;0,0
EST;Εσθονία;2020-34;6133;88;1;8,0;;0,601967228904059;;0;0;1,0
EST;Εσθονία;2020-35;6917;100;0;6,0;;0,451475421678044;;0;0;0,0
EST;Εσθονία;2020-36;12311;157;0;5,0;;0,376229518065037;;0;0;0,0
EST;Εσθονία;2020-37;12443;160;0;16,0;1,0;1,20393445780812;0,0752459036130073;0;0;0,0
EST;Εσθονία;2020-38;16384;244;0;24,0;3,0;1,80590168671218;0,225737710839022;0;0;0,0
EST;Εσθονία;2020-39;18574;337;0;29,0;3,0;2,18213120477721;0,225737710839022;0;0;0,0
EST;Εσθονία;2020-40;14256;344;3;27,0;4,0;2,0316393975512;0,300983614452029;0;0;2,0
EST;Εσθονία;2020-41;11272;255;1;13,0;4,0;0,978196746969095;0,300983614452029;0;0;1,0
EST;Εσθονία;2020-42;10132;211;0;24,0;2,0;1,80590168671218;0,150491807226015;0;0;0,0
EST;Εσθονία;2020-43;;343;5;23,0;4,0;1,73065578309917;0,300983614452029;;;4,0
EST;Εσθονία;2020-44;11852;614;0;29,0;3,0;2,18213120477721;0,225737710839022;0;0;0,0
EST;Εσθονία;2020-45;15907;1202;3;58,0;4,0;4,36426240955442;0,300983614452029;0;0;2,0
EST;Εσθονία;2020-46;33987;1591;5;77,0;8,0;5,79393457820156;0,601967228904059;0;0;4,0
EST;Εσθονία;2020-47;38976;2104;10;139,0;8,0;10,459180602208;0,601967228904059;0;0;8,0
EST;Εσθονία;2020-48;35701;2350;24;169,0;12,0;12,7165577105982;0,902950843356088;0;0;18,0
EST;Εσθονία;2020-49;35618;2921;16;179,0;15,0;13,4690167467283;1,12868855419511;0;0;12,0
EST;Εσθονία;2020-50;34192;3156;19;197,0;19,0;14,8234430117624;1,42967216864714;0;0;14,0
EST;Εσθονία;2020-51;37056;3696;28;234,0;20,0;17,6075414454437;1,50491807226015;0;0;21,0
EST;Εσθονία;2020-52;30825;3730;32;280,0;29,0;21,068853011642;2,18213120477721;0;0;24,0
EST;Εσθονία;2020-53;29346;3709;39;243,0;33,0;18,2847545779608;2,48311481922924;0;0;29,0
EST;Εσθονία;2021-01;34519;4276;34;273,0;31,0;20,542131686351;2,33262301200323;0;0;26,0
EST;Εσθονία;2021-02;31193;3543;48;292,0;29,0;21,9718038549981;2,18213120477721;0;0;36,0
EST;Εσθονία;2021-03;32218;3631;47;278,0;32,0;20,918361204416;2,40786891561623;0;0;35,0
EST;Εσθονία;2021-04;33545;3604;42;302,0;26,0;22,7242628911282;1,95639349393819;0;0;32,0
EST;Εσθονία;2021-05;33398;3762;42;281,0;21,0;21,1440989152551;1,58016397587315;0;0;32,0
EST;Εσθονία;2021-06;34869;4561;36;316,0;22,0;23,7777055417103;1,65540987948616;0;0;27,0
EST;Εσθονία;2021-07;43041;5572;38;329,0;28,0;24,7559022886794;2,1068853011642;0;0;29,0
EST;Εσθονία;2021-08;43932;8183;57;419,0;28,0;31,5280336138501;2,1068853011642;0;0;43,0
EST;Εσθονία;2021-09;49211;9570;66;529,0;40,0;39,8050830112809;3,00983614452029;0;0;50,0
EST;Εσθονία;2021-10;50819;9905;59;531,0;52,0;39,9555748185069;3,91278698787638;0;0;44,0
EST;Εσθονία;2021-11;51269;10309;69;539,0;57,0;40,5575420474109;4,28901650594142;0;0;52,0
EST;Εσθονία;2021-12;42064;7822;82;553,0;51,0;41,610984697993;3,83754108426337;0;0;62,0
EST;Εσθονία;2021-13;32987;423;3;473,0;;35,5913124089525;;0;0;2,0
EST;Εσθονία;2021-14;33367;4663;86;350,0;53,0;26,3360662645526;3,98803289148939;0;0;65,0
EST;Εσθονία;2021-15;35575;3341;60;277,0;40,0;20,843115300803;3,00983614452029;0;0;45,0
EST;Εσθονία;2021-16;30807;2604;49;246,0;41,0;18,5104922887998;3,0850820481333;0;0;37,0
EST;Εσθονία;2021-17;29631;2402;26;204,0;42,0;15,3501643370535;3,16032795174631;0;0;20,0
EST;Εσθονία;2021-18;30597;2283;31;171,0;31,0;12,8670495178242;2,33262301200323;0;0;23,0
EST;Εσθονία;2021-19;30810;1870;21;158,0;29,0;11,8888527708552;2,18213120477721;0;0;16,0
EST;Εσθονία;2021-20;32473;1465;14;109,0;20,0;8,2018034938178;1,50491807226015;0;0;11,0
EST;Εσθονία;2021-21;27233;876;13;69,0;8,0;5,1919673492975;0,601967228904059;0;0;10,0
EST;Εσθονία;2021-22;28162;612;11;44,0;7,0;3,31081975897232;0,526721325291051;0;0;8,0
EST;Εσθονία;2021-23;23826;380;2;43,0;5,0;3,23557385535931;0,376229518065037;0;0;2,0
EST;Εσθονία;2021-24;25933;282;2;33,0;3,0;2,48311481922924;0,225737710839022;0;0;2,0
EST;Εσθονία;2021-25;18639;165;1;18,0;4,0;1,35442626503413;0,300983614452029;0;0;1,0
EST;Εσθονία;2021-26;19483;227;1;21,0;4,0;1,58016397587315;0,300983614452029;0;0;1,0
EST;Εσθονία;2021-27;21263;301;0;17,0;2,0;1,27918036142112;0,150491807226015;0;0;0,0
EST;Εσθονία;2021-28;27632;375;1;12,0;1,0;0,902950843356088;0,0752459036130073;0;0;1,0
EST;Εσθονία;2021-29;18494;645;0;34,0;2,0;2,55836072284225;0,150491807226015;0;0;0,0
EST;Εσθονία;2021-30;25281;1246;1;40,0;2,0;3,00983614452029;0,150491807226015;0;0;1,0
EST;Εσθονία;2021-31;29326;1472;4;52,0;1,0;3,91278698787638;0,0752459036130073;0;0;3,0
EST;Εσθονία;2021-32;39715;1942;2;72,0;6,0;5,41770506013653;0,451475421678044;0;0;2,0
EST;Εσθονία;2021-33;27447;1970;5;73,0;11,0;5,49295096374953;0,82770493974308;0;0;4,0
