Country_Code;Name;Year_Week;Weekly_Tests;Weekly_Cases;Weekly_Deaths;Weekly_Hospitalizations;Weekly_ICUs;New_Hospitalizations_per_100k;New_ICUs_per_100k;Testing_Rate;Positivity_Rate;Deaths_Per_Million
ALB;Αλβανία;2020-10;;2;0;;;;;;;0,0
ALB;Αλβανία;2020-11;;40;1;;;;;;;0,0
ALB;Αλβανία;2020-12;;47;1;;;;;;;0,0
ALB;Αλβανία;2020-13;;123;8;;;;;;;3,0
ALB;Αλβανία;2020-14;;149;11;;;;;;;4,0
ALB;Αλβανία;2020-15;;85;2;;;;;;;1,0
ALB;Αλβανία;2020-16;;116;3;;;;;;;1,0
ALB;Αλβανία;2020-17;;164;2;;;;;;;1,0
ALB;Αλβανία;2020-18;;69;3;;;;;;;1,0
ALB;Αλβανία;2020-19;;73;0;;;;;;;0,0
ALB;Αλβανία;2020-20;;78;0;;;;;;;0,0
ALB;Αλβανία;2020-21;;52;1;;;;;;;0,0
ALB;Αλβανία;2020-22;;139;1;;;;;;;0,0
ALB;Αλβανία;2020-23;;109;1;;;;;;;0,0
ALB;Αλβανία;2020-24;;275;2;;;;;;;1,0
ALB;Αλβανία;2020-25;;406;8;;;;;;;3,0
ALB;Αλβανία;2020-26;;475;11;;;;;;;4,0
ALB;Αλβανία;2020-27;;491;21;;;;;;;7,0
ALB;Αλβανία;2020-28;;561;17;;;;;;;6,0
ALB;Αλβανία;2020-29;;636;19;;;;;;;7,0
ALB;Αλβανία;2020-30;;673;26;;;;;;;9,0
ALB;Αλβανία;2020-31;;756;28;;;;;;;10,0
ALB;Αλβανία;2020-32;;892;33;;;;;;;12,0
ALB;Αλβανία;2020-33;;969;29;;;;;;;10,0
ALB;Αλβανία;2020-34;;1047;22;;;;;;;8,0
ALB;Αλβανία;2020-35;;953;30;;;;;;;11,0
ALB;Αλβανία;2020-36;;875;36;;;;;;;13,0
ALB;Αλβανία;2020-37;;1098;18;;;;;;;6,0
ALB;Αλβανία;2020-38;;1032;28;;;;;;;10,0
ALB;Αλβανία;2020-39;;874;15;;;;;;;5,0
ALB;Αλβανία;2020-40;;1007;19;;;;;;;7,0
ALB;Αλβανία;2020-41;;1133;24;;;;;;;8,0
ALB;Αλβανία;2020-42;;1656;31;;;;;;;11,0
ALB;Αλβανία;2020-43;;2102;26;;;;;;;9,0
ALB;Αλβανία;2020-44;;2045;41;;;;;;;14,0
ALB;Αλβανία;2020-45;;3004;41;;;;;;;14,0
ALB;Αλβανία;2020-46;;3624;64;;;;;;;22,0
ALB;Αλβανία;2020-47;;4931;76;;;;;;;27,0
ALB;Αλβανία;2020-48;;4864;99;;;;;;;35,0
ALB;Αλβανία;2020-49;;5363;107;;;;;;;38,0
ALB;Αλβανία;2020-50;;5542;98;;;;;;;34,0
ALB;Αλβανία;2020-51;;4473;85;;;;;;;30,0
ALB;Αλβανία;2020-52;;3569;76;;;;;;;27,0
ALB;Αλβανία;2020-53;;2866;29;;;;;;;10,0
ALB;Αλβανία;2021-01;;4157;48;;;;;;;17,0
ALB;Αλβανία;2021-02;;4095;36;;;;;;;13,0
ALB;Αλβανία;2021-03;;4584;38;;;;;;;13,0
ALB;Αλβανία;2021-04;;5853;65;;;;;;;23,0
ALB;Αλβανία;2021-05;;7209;80;;;;;;;28,0
ALB;Αλβανία;2021-06;;7739;95;;;;;;;33,0
ALB;Αλβανία;2021-07;;7171;111;;;;;;;39,0
ALB;Αλβανία;2021-08;;6921;130;;;;;;;46,0
ALB;Αλβανία;2021-09;;5730;143;;;;;;;50,0
ALB;Αλβανία;2021-10;;4577;106;;;;;;;37,0
ALB;Αλβανία;2021-11;;3726;92;;;;;;;32,0
ALB;Αλβανία;2021-12;;2934;73;;;;;;;26,0
ALB;Αλβανία;2021-13;;2397;55;;;;;;;19,0
ALB;Αλβανία;2021-14;;1862;52;;;;;;;18,0
ALB;Αλβανία;2021-15;;1201;25;;;;;;;9,0
ALB;Αλβανία;2021-16;;943;36;;;;;;;13,0
ALB;Αλβανία;2021-17;;701;19;;;;;;;7,0
ALB;Αλβανία;2021-18;;485;15;;;;;;;5,0
ALB;Αλβανία;2021-19;;292;20;;;;;;;7,0
ALB;Αλβανία;2021-20;;194;12;;;;;;;4,0
ALB;Αλβανία;2021-21;;100;6;;;;;;;2,0
ALB;Αλβανία;2021-22;;70;1;;;;;;;0,0
ALB;Αλβανία;2021-23;;82;2;;;;;;;1,0
ALB;Αλβανία;2021-24;;29;1;;;;;;;0,0
ALB;Αλβανία;2021-25;;22;2;;;;;;;1,0
ALB;Αλβανία;2021-26;;23;0;;;;;;;0,0
ALB;Αλβανία;2021-27;;57;0;;;;;;;0,0
ALB;Αλβανία;2021-28;;94;0;;;;;;;0,0
ALB;Αλβανία;2021-29;;171;0;;;;;;;0,0
ALB;Αλβανία;2021-30;;264;1;;;;;;;0,0
ALB;Αλβανία;2021-31;;791;2;;;;;;;1,0
ALB;Αλβανία;2021-32;;2035;5;;;;;;;2,0
ALB;Αλβανία;2021-33;;3377;14;;;;;;;5,0
ALB;Αλβανία;2021-34;;5523;14;;;;;;;5,0
ALB;Αλβανία;2021-35;;6150;23;;;;;;;8,0
ALB;Αλβανία;2021-36;;6029;28;;;;;;;10,0
ALB;Αλβανία;2021-37;;5927;37;;;;;;;13,0
ALB;Αλβανία;2021-38;;4940;60;;;;;;;21,0
ALB;Αλβανία;2021-39;;3901;73;;;;;;;26,0
ALB;Αλβανία;2021-40;;3174;55;;;;;;;19,0
ALB;Αλβανία;2021-41;;3003;52;;;;;;;18,0
ALB;Αλβανία;2021-42;;3725;54;;;;;;;19,0
ALB;Αλβανία;2021-43;;3604;50;;;;;;;18,0
ALB;Αλβανία;2021-44;;3825;31;;;;;;;11,0
ALB;Αλβανία;2021-45;;3950;35;;;;;;;12,0
ALB;Αλβανία;2021-46;;3318;50;;;;;;;18,0
ALB;Αλβανία;2021-47;;3162;49;;;;;;;17,0
ALB;Αλβανία;2021-48;;2175;21;;;;;;;7,0
ALB;Αλβανία;2021-49;;2057;24;;;;;;;8,0
ALB;Αλβανία;2021-50;;1990;32;;;;;;;11,0
ALB;Αλβανία;2021-52;;NA;NA;;;;;;;0,0
ALB;Αλβανία;2022-01;;8809;20;;;;;;;7,0
ALB;Αλβανία;2022-02;;12943;29;;;;;;;10,0
ALB;Αλβανία;2022-03;;15433;36;;;;;;;13,0
ALB;Αλβανία;2022-04;;10473;41;;;;;;;14,0
ALB;Αλβανία;2022-05;;6081;34;;;;;;;12,0
ALB;Αλβανία;2022-06;;3384;30;;;;;;;11,0
ALB;Αλβανία;2022-07;;2362;35;;;;;;;12,0
ALB;Αλβανία;2022-08;;1157;19;;;;;;;7,0
ALB;Αλβανία;2022-09;;683;18;;;;;;;6,0
ALB;Αλβανία;2022-10;;453;3;;;;;;;1,0
ALB;Αλβανία;2022-11;;425;2;;;;;;;1,0
ALB;Αλβανία;2022-12;;344;4;;;;;;;1,0
ALB;Αλβανία;2022-13;;438;1;;;;;;;0,0
ARM;Αρμενία;2020-01;;0;0;;;;;;;0,0
ARM;Αρμενία;2020-02;;0;0;;;;;;;0,0
ARM;Αρμενία;2020-03;;0;0;;;;;;;0,0
ARM;Αρμενία;2020-04;;0;0;;;;;;;0,0
ARM;Αρμενία;2020-05;;0;0;;;;;;;0,0
ARM;Αρμενία;2020-06;;0;0;;;;;;;0,0
ARM;Αρμενία;2020-07;67;0;0;;;;;0;0;0,0
ARM;Αρμενία;2020-08;6;0;0;;;;;0;0;0,0
ARM;Αρμενία;2020-09;46;1;0;;;;;0;2,17;0,0
ARM;Αρμενία;2020-10;84;0;0;;;;;0;0;0,0
ARM;Αρμενία;2020-11;326;27;0;;;;;0,01;7,67;0,0
ARM;Αρμενία;2020-12;738;166;0;;;;;0,02;22,76;0,0
ARM;Αρμενία;2020-13;1428;288;3;;;;;0,05;16,11;1,0
ARM;Αρμενία;2020-14;2231;351;5;;;;;0,08;17,84;2,0
ARM;Αρμενία;2020-15;2704;206;6;;;;;0,09;7,06;2,0
ARM;Αρμενία;2020-16;5742;300;8;;;;;0,19;4,84;3,0
ARM;Αρμενία;2020-17;5175;469;7;;;;;0,17;8,79;2,0
ARM;Αρμενία;2020-18;6395;699;10;;;;;0,22;10,01;3,0
ARM;Αρμενία;2020-19;7619;885;7;;;;;0,26;12,17;2,0
ARM;Αρμενία;2020-20;9289;1431;15;;;;;0,31;12,48;5,0
ARM;Αρμενία;2020-21;9744;2290;26;;;;;0,33;22,47;9,0
ARM;Αρμενία;2020-22;7074;2379;52;;;;;0,24;37,05;18,0
ARM;Αρμενία;2020-23;11332;3833;72;;;;;0,38;33,96;24,0
ARM;Αρμενία;2020-24;13600;3739;74;;;;;0,46;26,01;25,0
ARM;Αρμενία;2020-25;13243;3524;75;;;;;0,45;27,19;25,0
ARM;Αρμενία;2020-26;13728;4539;73;;;;;0,46;31,88;25,0
ARM;Αρμενία;2020-27;13244;3809;58;;;;;0,45;29,91;20,0
ARM;Αρμενία;2020-28;11872;3215;82;;;;;0,4;28,33;28,0
ARM;Αρμενία;2020-29;11421;2830;77;;;;;0,38;25,46;26,0
ARM;Αρμενία;2020-30;10358;2409;61;;;;;0,35;23,56;21,0
ARM;Αρμενία;2020-31;9629;1712;51;;;;;0,32;18;17,0
ARM;Αρμενία;2020-32;9259;1308;29;;;;;0,31;14,69;10,0
ARM;Αρμενία;2020-33;9240;1253;27;;;;;0,31;13,56;9,0
ARM;Αρμενία;2020-34;9980;1129;34;;;;;0,34;11,31;11,0
ARM;Αρμενία;2020-35;10366;958;25;;;;;0,35;9,24;8,0
ARM;Αρμενία;2020-36;13237;1033;20;;;;;0,45;7,8;7,0
ARM;Αρμενία;2020-37;21766;1079;19;;;;;0,73;4,96;6,0
ARM;Αρμενία;2020-38;24298;1569;14;;;;;0,82;6,46;5,0
ARM;Αρμενία;2020-39;20920;1969;21;;;;;0,7;9,41;7,0
ARM;Αρμενία;2020-40;21858;3096;26;;;;;0,74;14,16;9,0
ARM;Αρμενία;2020-41;19144;3955;43;;;;;0,64;20,66;15,0
ARM;Αρμενία;2020-42;22708;8243;61;;;;;0,77;36,3;21,0
ARM;Αρμενία;2020-43;29670;14116;115;;;;;1;44,3;39,0
ARM;Αρμενία;2020-44;30983;14638;195;;;;;1,04;46,53;66,0
ARM;Αρμενία;2020-45;30650;14018;189;;;;;1,03;46,23;64,0
ARM;Αρμενία;2020-46;24377;10420;208;;;;;0,82;44,77;70,0
ARM;Αρμενία;2020-47;22842;8823;188;;;;;0,77;38,91;63,0
ARM;Αρμενία;2020-48;21734;8415;188;;;;;0,73;39,31;63,0
ARM;Αρμενία;2020-49;20098;7220;180;;;;;0,68;35,67;61,0
ARM;Αρμενία;2020-50;19507;6338;159;;;;;0,66;32,75;54,0
ARM;Αρμενία;2020-51;18023;5383;153;;;;;0,61;30,52;52,0
ARM;Αρμενία;2020-52;17302;3883;119;;;;;0,58;23,17;40,0
ARM;Αρμενία;2020-53;13648;2272;89;;;;;0,46;16,07;30,0
ARM;Αρμενία;2021-01;11225;2068;67;;;;;0,38;18,74;23,0
ARM;Αρμενία;2021-02;14223;2388;67;;;;;0,48;17,26;23,0
ARM;Αρμενία;2021-03;13391;1418;49;;;;;0,45;10,83;17,0
ARM;Αρμενία;2021-04;12449;994;37;;;;;0,42;7,95;12,0
ARM;Αρμενία;2021-05;16202;1089;39;;;;;0,55;6,55;13,0
ARM;Αρμενία;2021-06;18445;1078;24;;;;;0,62;5,85;8,0
ARM;Αρμενία;2021-07;22689;1147;17;;;;;0,76;5,44;6,0
ARM;Αρμενία;2021-08;26310;1814;31;;;;;0,89;6,29;10,0
ARM;Αρμενία;2021-09;20066;2800;30;;;;;0,68;13,06;10,0
ARM;Αρμενία;2021-10;23138;3686;40;;;;;0,78;16,02;13,0
ARM;Αρμενία;2021-11;31512;5517;95;;;;;1,06;16,91;32,0
ARM;Αρμενία;2021-12;34462;6522;116;;;;;1,16;19,16;39,0
ARM;Αρμενία;2021-13;34003;6372;138;;;;;1,15;18,58;47,0
ARM;Αρμενία;2021-14;29357;6214;139;;;;;0,99;21,06;47,0
ARM;Αρμενία;2021-15;31426;5491;142;;;;;1,06;18,15;48,0
ARM;Αρμενία;2021-16;28089;4651;145;;;;;0,95;16,97;49,0
ARM;Αρμενία;2021-17;27920;3539;109;;;;;0,94;12,8;37,0
ARM;Αρμενία;2021-18;23069;2345;100;;;;;0,78;10,43;34,0
ARM;Αρμενία;2021-19;22369;1574;84;;;;;0,75;7,11;28,0
ARM;Αρμενία;2021-20;22956;1055;61;;;;;0,77;4,74;21,0
ARM;Αρμενία;2021-21;21954;688;44;;;;;0,74;3,13;15,0
ARM;Αρμενία;2021-22;21039;542;25;;;;;0,71;2,59;8,0
ARM;Αρμενία;2021-23;22456;511;25;;;;;0,76;2,24;8,0
ARM;Αρμενία;2021-24;25176;530;11;;;;;0,85;2,16;4,0
ARM;Αρμενία;2021-25;25183;598;11;;;;;0,85;2,26;4,0
ARM;Αρμενία;2021-26;27818;755;17;;;;;0,94;2,72;6,0
ARM;Αρμενία;2021-27;32579;853;20;;;;;1,1;2,56;7,0
ARM;Αρμενία;2021-28;32960;1063;22;;;;;1,11;3,16;7,0
ARM;Αρμενία;2021-29;39185;1388;21;;;;;1,32;3,49;7,0
ARM;Αρμενία;2021-30;40203;1566;31;;;;;1,35;3,83;10,0
ARM;Αρμενία;2021-31;45949;1821;32;;;;;1,55;3,96;11,0
ARM;Αρμενία;2021-32;43639;2517;49;;;;;1,47;5,5;17,0
ARM;Αρμενία;2021-33;48963;3071;60;;;;;1,65;6,28;20,0
ARM;Αρμενία;2021-34;45660;3726;68;;;;;1,54;8,11;23,0
ARM;Αρμενία;2021-35;42392;3653;94;;;;;1,43;8,7;32,0
ARM;Αρμενία;2021-36;39687;3882;94;;;;;1,34;9,64;32,0
ARM;Αρμενία;2021-37;38630;4796;125;;;;;1,3;12,3;42,0
ARM;Αρμενία;2021-38;38344;4603;108;;;;;1,29;12,9;36,0
ARM;Αρμενία;2021-39;62301;6772;146;;;;;2,1;9,86;49,0
ARM;Αρμενία;2021-40;56068;7640;178;;;;;1,89;13,67;60,0
ARM;Αρμενία;2021-41;86137;10226;230;;;;;2,9;11,19;78,0
ARM;Αρμενία;2021-42;109364;13369;250;;;;;3,68;12,23;84,0
ARM;Αρμενία;2021-43;103624;12845;324;;;;;3,49;12,5;109,0
ARM;Αρμενία;2021-44;72862;11846;321;;;;;2,45;16,62;108,0
ARM;Αρμενία;2021-45;69451;8098;355;;;;;2,34;12,28;120,0
ARM;Αρμενία;2021-46;58617;5006;253;;;;;1,97;8,72;85,0
ARM;Αρμενία;2021-47;49062;3773;227;;;;;1,65;7,86;77,0
ARM;Αρμενία;2021-48;45061;2698;156;;;;;1,52;6,2;53,0
ARM;Αρμενία;2021-49;46102;1786;128;;;;;1,55;3,94;43,0
ARM;Αρμενία;2021-50;45726;1104;84;;;;;1,54;2,4;28,0
ARM;Αρμενία;2021-52;37218;NA;NA;;;;;1,25;1,41;0,0
ARM;Αρμενία;2022-01;30612;945;21;;;;;1,03;2,77;7,0
ARM;Αρμενία;2022-02;36506;1804;16;;;;;1,23;4,83;5,0
ARM;Αρμενία;2022-03;34870;4614;8;;;;;1,17;11,74;3,0
ARM;Αρμενία;2022-04;47463;15396;25;;;;;1,6;31,02;8,0
ARM;Αρμενία;2022-05;56300;23793;44;;;;;1,9;41,78;15,0
ARM;Αρμενία;2022-06;45166;15486;89;;;;;1,52;36,36;30,0
ARM;Αρμενία;2022-07;36417;8683;152;;;;;1,23;24,95;51,0
ARM;Αρμενία;2022-08;29717;4075;123;;;;;1;14,23;42,0
ARM;Αρμενία;2022-09;24359;1569;87;;;;;0,82;6,77;29,0
ARM;Αρμενία;2022-10;17527;620;28;;;;;0,59;3,78;9,0
ARM;Αρμενία;2022-11;16116;307;22;;;;;0,54;1,88;7,0
ARM;Αρμενία;2022-12;16195;140;12;;;;;0,55;0,93;4,0
ARM;Αρμενία;2022-13;14478;113;7;;;;;0,49;0,8;2,0
AUT;Αυστρία;2020-01;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-02;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-03;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-04;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-05;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-06;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-07;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-08;;0;0;;;;;;;0,0
AUT;Αυστρία;2020-09;;12;0;;;;;;;0,0
AUT;Αυστρία;2020-10;;114;0;;;;;;;0,0
AUT;Αυστρία;2020-11;;874;3;;;;;;;0,0
AUT;Αυστρία;2020-12;;3068;31;;;;;;;3,0
AUT;Αυστρία;2020-13;;5128;100;;;;;;;11,0
AUT;Αυστρία;2020-14;;3116;130;;;;;;;15,0
AUT;Αυστρία;2020-15;12339;1838;151;;;;;0;0;17,0
AUT;Αυστρία;2020-16;58488;684;117;;;;;0;0;13,0
AUT;Αυστρία;2020-17;33443;448;75;;;;;0;0;8,0
AUT;Αυστρία;2020-18;26598;312;40;;;;;0;0;4,0
AUT;Αυστρία;2020-19;42153;264;23;;;;;0;0;3,0
AUT;Αυστρία;2020-20;46001;335;9;;;;;0;0;1,0
AUT;Αυστρία;2020-21;39348;265;13;;;;;0;0;1,0
AUT;Αυστρία;2020-22;46677;195;4;;;;;0;0;0,0
AUT;Αυστρία;2020-23;41063;227;7;;;;;0;0;1,0
AUT;Αυστρία;2020-24;35243;172;9;;;;;0;0;1,0
AUT;Αυστρία;2020-25;15775;248;12;;;;;0;0;1,0
AUT;Αυστρία;2020-26;61905;335;9;;;;;0;0;1,0
AUT;Αυστρία;2020-27;45284;640;2;;;;;0;0;0,0
AUT;Αυστρία;2020-28;48936;596;3;;;;;0;0;0,0
AUT;Αυστρία;2020-29;51929;784;2;;;;;0;0;0,0
AUT;Αυστρία;2020-30;99229;872;4;;;;;0;0;0,0
AUT;Αυστρία;2020-31;57416;794;5;;;;;0;0;1,0
AUT;Αυστρία;2020-32;56554;722;4;;;;;0;0;0,0
AUT;Αυστρία;2020-33;56622;1462;6;;;;;0;0;1,0
AUT;Αυστρία;2020-34;76497;1907;2;;;;;0;0;0,0
AUT;Αυστρία;2020-35;77105;1941;1;;;;;0;0;0,0
AUT;Αυστρία;2020-36;83733;2268;4;;;;;0;0;0,0
AUT;Αυστρία;2020-37;86241;3997;11;;;;;0;0;1,0
AUT;Αυστρία;2020-38;102617;5211;15;;;;;0;0;2,0
AUT;Αυστρία;2020-39;110816;4656;26;;;;;0;0;3,0
AUT;Αυστρία;2020-40;130874;5597;30;;;;;0;0;3,0
AUT;Αυστρία;2020-41;124663;7486;50;;;;;0;0;6,0
AUT;Αυστρία;2020-42;129647;9903;58;;;;;0;0;7,0
AUT;Αυστρία;2020-43;158997;18273;102;;;;;0;0;11,0
AUT;Αυστρία;2020-44;167926;31613;236;;;;;0;0;27,0
AUT;Αυστρία;2020-45;199567;44758;369;;;;;0;0;41,0
AUT;Αυστρία;2020-46;215044;47880;552;;;;;0;0;62,0
AUT;Αυστρία;2020-47;207745;40742;677;;;;;0;0;76,0
AUT;Αυστρία;2020-48;196461;31162;741;;;;;0;0;83,0
AUT;Αυστρία;2020-49;163770;23078;792;;;;;0;0;89,0
AUT;Αυστρία;2020-50;162984;18701;713;;;;;0;0;80,0
AUT;Αυστρία;2020-51;185766;14864;588;;;;;0;0;66,0
AUT;Αυστρία;2020-52;163961;13340;478;;;;;0;0;54,0
AUT;Αυστρία;2020-53;127657;14894;401;;;;;0;0;45,0
AUT;Αυστρία;2021-01;137035;14633;355;;;;;0;0;40,0
AUT;Αυστρία;2021-02;911735;10946;377;;;;;0;0;42,0
AUT;Αυστρία;2021-03;1144351;10165;309;;;;;0;0;35,0
AUT;Αυστρία;2021-04;655713;9513;298;;;;;0;0;33,0
AUT;Αυστρία;2021-05;960284;9119;230;;;;;0;0;26,0
AUT;Αυστρία;2021-06;1477892;9457;186;;;;;0;0;21,0
AUT;Αυστρία;2021-07;1500910;11635;166;;;;;0;0;19,0
AUT;Αυστρία;2021-08;1582385;14195;160;;;;;0;0;18,0
AUT;Αυστρία;2021-09;1651867;16324;139;;;;;0;0;16,0
AUT;Αυστρία;2021-10;1829934;18225;176;;;;;0;0;20,0
AUT;Αυστρία;2021-11;1991339;21094;189;;;;;0;0;21,0
AUT;Αυστρία;2021-12;2081325;22326;183;;;;;0;0;21,0
AUT;Αυστρία;2021-13;;20788;228;;;;;;;26,0
AUT;Αυστρία;2021-14;2067620;17616;217;;;;;0;0;24,0
AUT;Αυστρία;2021-15;2165967;16822;211;;;;;0;0;24,0
AUT;Αυστρία;2021-16;2063585;15048;170;;;;;0;0;19,0
AUT;Αυστρία;2021-17;1951838;12537;159;;;;;0;0;18,0
AUT;Αυστρία;2021-18;4889378;9021;124;;;;;0;0;14,0
AUT;Αυστρία;2021-19;4060894;5736;83;;;;;0;0;9,0
AUT;Αυστρία;2021-20;5607426;4156;54;;;;;0;0;6,0
AUT;Αυστρία;2021-21;3668103;3160;48;;;;;0;0;5,0
AUT;Αυστρία;2021-22;4859495;2424;33;;;;;0;0;4,0
AUT;Αυστρία;2021-23;5649558;1685;22;;;;;0;0;2,0
AUT;Αυστρία;2021-24;5665559;1002;16;;;;;0;0;2,0
AUT;Αυστρία;2021-25;5452121;679;12;;;;;0;0;1,0
AUT;Αυστρία;2021-26;4807705;633;11;;;;;0;0;1,0
AUT;Αυστρία;2021-27;4072081;1093;2;;;;;0;0;0,0
AUT;Αυστρία;2021-28;3403230;2193;4;;;;;0;0;0,0
AUT;Αυστρία;2021-29;2807249;2533;5;;;;;0;0;1,0
AUT;Αυστρία;2021-30;3220784;3251;4;;;;;0;0;0,0
AUT;Αυστρία;2021-31;2714307;3667;9;;;;;0;0;1,0
AUT;Αυστρία;2021-32;2584647;5901;9;;;;;0;0;1,0
AUT;Αυστρία;2021-33;2771748;8065;7;;;;;0;0;1,0
AUT;Αυστρία;2021-34;2703030;9436;27;;;;;0;0;3,0
AUT;Αυστρία;2021-35;2840922;11306;38;;;;;0;0;4,0
AUT;Αυστρία;2021-36;3308862;14060;41;;;;;0;0;5,0
AUT;Αυστρία;2021-37;2975110;13748;67;;;;;0;0;8,0
AUT;Αυστρία;2021-38;3163381;11763;67;;;;;0;0;8,0
AUT;Αυστρία;2021-39;3015264;12594;62;;;;;0;0;7,0
AUT;Αυστρία;2021-40;3662031;12784;62;;;;;0;0;7,0
AUT;Αυστρία;2021-41;3594537;15360;80;;;;;0;0;9,0
AUT;Αυστρία;2021-42;3690879;23855;80;;;;;0;0;9,0
AUT;Αυστρία;2021-43;3074257;34574;101;;;;;0;0;11,0
AUT;Αυστρία;2021-44;4763048;56501;159;;;;;0;0;18,0
AUT;Αυστρία;2021-45;4309646;78823;285;;;;;0;0;32,0
AUT;Αυστρία;2021-46;5909773;97282;328;;;;;0;0;37,0
AUT;Αυστρία;2021-47;7827648;82683;399;;;;;0;0;45,0
AUT;Αυστρία;2021-48;6021454;50889;402;;;;;0;0;45,0
AUT;Αυστρία;2021-49;5066057;29306;330;;;;;0;0;37,0
AUT;Αυστρία;2021-50;5990972;18863;227;;;;;0;0;26,0
AUT;Αυστρία;2021-51;4770559;14639;128;;;;;0;0;14,0
AUT;Αυστρία;2021-52;4844026;23132;106;;;;;0;0;12,0
AUT;Αυστρία;2022-01;4168221;62481;84;;;;;0;0;9,0
AUT;Αυστρία;2022-02;7970300;111185;70;;;;;0;0;8,0
AUT;Αυστρία;2022-03;7790563;176419;78;;;;;0;0;9,0
AUT;Αυστρία;2022-04;7923740;227213;103;;;;;0;0;12,0
AUT;Αυστρία;2022-05;7927760;231462;133;;;;;0;0;15,0
AUT;Αυστρία;2022-06;6113208;216469;173;;;;;0;0;19,0
AUT;Αυστρία;2022-07;6216441;196106;189;;;;;0;0;21,0
AUT;Αυστρία;2022-08;5714168;185843;210;;;;;0;0;24,0
AUT;Αυστρία;2022-09;5794561;217435;216;;;;;0;0;24,0
AUT;Αυστρία;2022-10;5859407;299961;186;;;;;0;0;21,0
AUT;Αυστρία;2022-11;6155757;316764;227;;;;;0;0;26,0
AUT;Αυστρία;2022-12;4714316;248878;241;;;;;0;0;27,0
AUT;Αυστρία;2022-13;4598686;152377;211;;;;;0;0;24,0
AZE;Αζερμπαϊτζάν;2020-01;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-02;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-03;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-04;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-05;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-06;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-07;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-08;;0;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-09;;3;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-10;;6;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-11;;10;0;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-12;;46;1;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-13;;144;3;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-14;;375;3;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-15;;514;4;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-16;;300;8;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-17;;247;2;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-18;;287;4;;;;;;;0,0
AZE;Αζερμπαϊτζάν;2020-19;;587;7;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-20;;755;7;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-21;;848;10;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-22;;1372;14;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-23;;2059;25;;;;;;;2,0
AZE;Αζερμπαϊτζάν;2020-24;;2404;31;;;;;;;3,0
AZE;Αζερμπαϊτζάν;2020-25;;2772;35;;;;;;;3,0
AZE;Αζερμπαϊτζάν;2020-26;;3695;44;;;;;;;4,0
AZE;Αζερμπαϊτζάν;2020-27;;3900;52;;;;;;;5,0
AZE;Αζερμπαϊτζάν;2020-28;;3717;56;;;;;;;6,0
AZE;Αζερμπαϊτζάν;2020-29;;3480;48;;;;;;;5,0
AZE;Αζερμπαϊτζάν;2020-30;;2529;63;;;;;;;6,0
AZE;Αζερμπαϊτζάν;2020-31;;2393;45;;;;;;;4,0
AZE;Αζερμπαϊτζάν;2020-32;;1125;28;;;;;;;3,0
AZE;Αζερμπαϊτζάν;2020-33;;651;16;;;;;;;2,0
AZE;Αζερμπαϊτζάν;2020-34;;1055;12;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-35;;1035;13;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-36;;1020;17;;;;;;;2,0
AZE;Αζερμπαϊτζάν;2020-37;;998;14;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-38;;861;13;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-39;;835;11;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-40;;668;10;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-41;;1291;13;;;;;;;1,0
AZE;Αζερμπαϊτζάν;2020-42;;2982;17;;;;;;;2,0
AZE;Αζερμπαϊτζάν;2020-43;;4995;45;;;;;;;4,0
